CAMPUS,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION,REGNNAME
"178904002","KING H S","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","09 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904003","ROY MILLER H S AND METRO SCHOOL OF","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","07 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904004","MOODY H S","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","09 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904005","RAY H S","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","09 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904008","COLLEGIATE H S","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","09 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904009","COLES H S AND EDUCATIONAL CENTER","Y","N","NUECES","178","CORPUS CHRISTI ISD","178904","07 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904012","NUECES CO J J A E P","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","08 - 11","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904014","HAROLD T BRANCH ACADEMY FOR CAREER","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","09 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904015","VETERANS MEMORIAL H S","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","09 - 11","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904041","BAKER MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904043","BROWNE MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904045","CULLEN MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904046","CUNNINGHAM MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904047","DRISCOLL MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904048","HAAS MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904049","HAMLIN MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904050","MARTIN MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904052","SOUTH PARK MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904054","STUDENT SUPPORT CENTER","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","01 - 12","B"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904055","KAFFIE MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904056","GRANT MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904057","ADKINS MIDDLE","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904101","ALLEN EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904103","CALK EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","KG - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904104","MARY HELEN BERLANGA EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904106","HICKS EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904107","WYNN SEALE METROPOLITAN SCHOOL OF","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","KG - 06","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904108","CROCKETT EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904110","EVANS SES","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904111","FANNIN EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","EE - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904115","GARCIA EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904116","GIBSON EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904117","HOUSTON EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904118","KOSTORYZ EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904121","LOS ENCINOS SES","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904122","SHAW SES","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904123","MEADOWBROOK EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","EE - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904124","MENGER EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","EE - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904125","MONTCLAIR EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","KG - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904127","OAK PARK SPECIAL EMPHASIS SCHOOL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904130","SANDERS EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904132","SCHANEN ESTATES EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","EE - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904134","SMITH EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904136","TRAVIS EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","EE - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904138","WILSON EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904139","WINDSOR PARK G/T","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","01 - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904140","WOODLAWN EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","KG - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904141","YEAGER EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904142","ZAVALA EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","EE - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904143","MARY GRETT SCHOOL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","12 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904146","CLUB ESTATES","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","KG - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904148","MOORE EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","EE - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904149","MIRELES EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","KG - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904150","GALVAN EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","EE - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904151","JONES EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","KG - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904152","BARNES EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","EE - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904153","EARLY CHILDHOOD DEVELOPMENT CTR","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","PK - 06","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904154","DAWSON EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","KG - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904157","FAYE WEBB EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","EE - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178904158","KOLDA EL","N","N","NUECES","178","CORPUS CHRISTI ISD","178904","KG - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178905041","DRISCOLL EL & MIDDLE","N","N","NUECES","178","DRISCOLL ISD","178905","PK - 08","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178906001","LONDON H S","N","N","NUECES","178","LONDON ISD","178906","06 - 12","B"," "," ","02","REGION 02: CORPUS CHRISTI"
"178906101","LONDON EL","N","N","NUECES","178","LONDON ISD","178906","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178908001","PORT ARANSAS H S","N","N","NUECES","178","PORT ARANSAS ISD","178908","09 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178908041","BRUNDRETT MIDDLE","N","N","NUECES","178","PORT ARANSAS ISD","178908","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178908101","OLSEN EL","N","N","NUECES","178","PORT ARANSAS ISD","178908","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178909001","ROBSTOWN H S","N","N","NUECES","178","ROBSTOWN ISD","178909","09 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178909005","SALAZAR CROSSROADS ACADEMY","Y","N","NUECES","178","ROBSTOWN ISD","178909","09 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178909041","SEALE J H","N","N","NUECES","178","ROBSTOWN ISD","178909","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178909042","SOLOMON P ORTIZ INT","N","N","NUECES","178","ROBSTOWN ISD","178909","04 - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178909101","SAN PEDRO EL","N","N","NUECES","178","ROBSTOWN ISD","178909","KG - 03","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178909103","LOTSPEICH EL","N","N","NUECES","178","ROBSTOWN ISD","178909","KG - 03","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178909105","ROBERT DRISCOLL JR EL","N","N","NUECES","178","ROBSTOWN ISD","178909","KG - 03","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178909108","HATTIE MARTIN EARLY CHILDHOOD CENT","N","N","NUECES","178","ROBSTOWN ISD","178909","PK - PK","E","178909105","ROBERT DRISCOLL JR EL","02","REGION 02: CORPUS CHRISTI"
"178912001","TULOSO-MIDWAY H S","N","N","NUECES","178","TULOSO-MIDWAY ISD","178912","09 - 12","S"," "," ","20","REGION 20: SAN ANTONIO"
"178912002","TULOSO-MIDWAY ACADEMIC CAREER CENT","Y","N","NUECES","178","TULOSO-MIDWAY ISD","178912","09 - 12","S"," "," ","20","REGION 20: SAN ANTONIO"
"178912003","NUECES CO J J A E P","N","N","NUECES","178","TULOSO-MIDWAY ISD","178912","09 - 09","S"," "," ","20","REGION 20: SAN ANTONIO"
"178912041","TULOSO-MIDWAY MIDDLE","N","N","NUECES","178","TULOSO-MIDWAY ISD","178912","06 - 08","M"," "," ","20","REGION 20: SAN ANTONIO"
"178912101","TULOSO-MIDWAY PRI","N","N","NUECES","178","TULOSO-MIDWAY ISD","178912","KG - 03","E"," "," ","20","REGION 20: SAN ANTONIO"
"178912104","TULOSO-MIDWAY INT","N","N","NUECES","178","TULOSO-MIDWAY ISD","178912","EE - 05","E"," "," ","20","REGION 20: SAN ANTONIO"
"178913001","BANQUETE H S","N","N","NUECES","178","BANQUETE ISD","178913","09 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178913041","BANQUETE J H","N","N","NUECES","178","BANQUETE ISD","178913","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178913101","BANQUETE EL","N","N","NUECES","178","BANQUETE ISD","178913","PK - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178914001","FLOUR BLUFF H S","N","N","NUECES","178","FLOUR BLUFF ISD","178914","09 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178914004","NUECES CO J J A E P","N","N","NUECES","178","FLOUR BLUFF ISD","178914","07 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178914041","FLOUR BLUFF J H","N","N","NUECES","178","FLOUR BLUFF ISD","178914","07 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178914101","FLOUR BLUFF EL","N","N","NUECES","178","FLOUR BLUFF ISD","178914","03 - 04","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"178914103","FLOUR BLUFF PRI","N","N","NUECES","178","FLOUR BLUFF ISD","178914","01 - 02","E","178914101","FLOUR BLUFF EL","02","REGION 02: CORPUS CHRISTI"
"178914105","FLOUR BLUFF INT","N","N","NUECES","178","FLOUR BLUFF ISD","178914","05 - 06","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178914106","EARLY CHILDHOOD CENTER","N","N","NUECES","178","FLOUR BLUFF ISD","178914","EE - KG","E","178914101","FLOUR BLUFF EL","02","REGION 02: CORPUS CHRISTI"
"178915001","WEST OSO H S","N","N","NUECES","178","WEST OSO ISD","178915","09 - 12","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178915002","WEST OSO ISD JJAEP","N","N","NUECES","178","WEST OSO ISD","178915","09 - 09","S"," "," ","02","REGION 02: CORPUS CHRISTI"
"178915041","WEST OSO J H","N","N","NUECES","178","WEST OSO ISD","178915","06 - 08","M"," "," ","02","REGION 02: CORPUS CHRISTI"
"178915102","KENNEDY EL","N","N","NUECES","178","WEST OSO ISD","178915","EE - 02","E","178915104","WEST OSO EL","02","REGION 02: CORPUS CHRISTI"
"178915104","WEST OSO EL","N","N","NUECES","178","WEST OSO ISD","178915","03 - 05","E"," "," ","02","REGION 02: CORPUS CHRISTI"
"179901001","PERRYTON H S","N","N","OCHILTREE","179","PERRYTON ISD","179901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"179901002","TOP OF TEXAS ACCELERATED EDUCATION","Y","N","OCHILTREE","179","PERRYTON ISD","179901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"179901041","PERRYTON J H","N","N","OCHILTREE","179","PERRYTON ISD","179901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"179901101","PERRYTON KINDER","N","N","OCHILTREE","179","PERRYTON ISD","179901","EE - KG","E","179901102","JAMES L WRIGHT EL","16","REGION 16: AMARILLO"
"179901102","JAMES L WRIGHT EL","N","N","OCHILTREE","179","PERRYTON ISD","179901","01 - 03","E"," "," ","16","REGION 16: AMARILLO"
"179901103","EDWIN F WILLIAMS INT","N","N","OCHILTREE","179","PERRYTON ISD","179901","04 - 05","E"," "," ","16","REGION 16: AMARILLO"
"180901001","BOYS RANCH H S","Y","N","OLDHAM","180","BOYS RANCH ISD","180901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"180901003","STARR ACADEMY","Y","N","OLDHAM","180","BOYS RANCH ISD","180901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"180901041","BLAKEMORE MIDDLE","Y","N","OLDHAM","180","BOYS RANCH ISD","180901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"180901101","MIMI FARLEY EL","N","N","OLDHAM","180","BOYS RANCH ISD","180901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"180902001","VEGA H S","N","N","OLDHAM","180","VEGA ISD","180902","07 - 12","S"," "," ","16","REGION 16: AMARILLO"
"180902101","VEGA EL","N","N","OLDHAM","180","VEGA ISD","180902","PK - 06","E"," "," ","16","REGION 16: AMARILLO"
"180903001","ADRIAN SCHOOL","N","N","OLDHAM","180","ADRIAN ISD","180903","PK - 12","B"," "," ","16","REGION 16: AMARILLO"
"180904101","WILDORADO EL","N","N","OLDHAM","180","WILDORADO ISD","180904","PK - 07","E"," "," ","16","REGION 16: AMARILLO"
"181901001","BRIDGE CITY H S","N","N","ORANGE","181","BRIDGE CITY ISD","181901","09 - 12","S"," "," ","05","REGION 05: BEAUMONT"
"181901041","BRIDGE CITY MIDDLE","N","N","ORANGE","181","BRIDGE CITY ISD","181901","06 - 08","M"," "," ","05","REGION 05: BEAUMONT"
"181901102","BRIDGE CITY EL","N","N","ORANGE","181","BRIDGE CITY ISD","181901","EE - 02","E","181901103","BRIDGE CITY INT","05","REGION 05: BEAUMONT"
"181901103","BRIDGE CITY INT","N","N","ORANGE","181","BRIDGE CITY ISD","181901","03 - 05","E"," "," ","05","REGION 05: BEAUMONT"
"181905001","ORANGEFIELD H S","N","N","ORANGE","181","ORANGEFIELD ISD","181905","09 - 12","S"," "," ","05","REGION 05: BEAUMONT"
"181905041","ORANGEFIELD J H","N","N","ORANGE","181","ORANGEFIELD ISD","181905","05 - 08","M"," "," ","05","REGION 05: BEAUMONT"
"181905102","ORANGEFIELD EL","N","N","ORANGE","181","ORANGEFIELD ISD","181905","EE - 04","E"," "," ","05","REGION 05: BEAUMONT"
"181906001","WEST ORANGE-STARK H S","N","N","ORANGE","181","WEST ORANGE-COVE CISD","181906","09 - 12","S"," "," ","05","REGION 05: BEAUMONT"
"181906041","WEST ORANGE-STARK MIDDLE","N","N","ORANGE","181","WEST ORANGE-COVE CISD","181906","06 - 08","M"," "," ","05","REGION 05: BEAUMONT"
"181906102","WEST ORANGE-STARK EL","N","N","ORANGE","181","WEST ORANGE-COVE CISD","181906","KG - 05","E"," "," ","05","REGION 05: BEAUMONT"
"181906104","M B NORTH E C LRN CTR","N","N","ORANGE","181","WEST ORANGE-COVE CISD","181906","PK - PK","E","181906000","WEST ORANGE-COVE CISD","05","REGION 05: BEAUMONT"
"181907001","VIDOR H S","N","N","ORANGE","181","VIDOR ISD","181907","09 - 12","S"," "," ","05","REGION 05: BEAUMONT"
"181907002","AIM CENTER H S","Y","N","ORANGE","181","VIDOR ISD","181907","10 - 12","S"," "," ","05","REGION 05: BEAUMONT"
"181907041","VIDOR J H","N","N","ORANGE","181","VIDOR ISD","181907","07 - 08","M"," "," ","05","REGION 05: BEAUMONT"
"181907101","PINE FOREST EL","N","N","ORANGE","181","VIDOR ISD","181907","EE - 04","E"," "," ","05","REGION 05: BEAUMONT"
"181907102","VIDOR EL","N","N","ORANGE","181","VIDOR ISD","181907","EE - 04","E"," "," ","05","REGION 05: BEAUMONT"
"181907103","OAK FOREST EL","N","N","ORANGE","181","VIDOR ISD","181907","EE - 04","E"," "," ","05","REGION 05: BEAUMONT"
"181907104","VIDOR MIDDLE","N","N","ORANGE","181","VIDOR ISD","181907","05 - 06","M"," "," ","05","REGION 05: BEAUMONT"
"181908001","LIT CYPR-MRCEVILLE H S","N","N","ORANGE","181","LITTLE CYPRESS-MAURICEVILLE CISD","181908","09 - 12","S"," "," ","05","REGION 05: BEAUMONT"
"181908002","LITTLE CYPRESS-MAURICEVILLE ALTERN","Y","N","ORANGE","181","LITTLE CYPRESS-MAURICEVILLE CISD","181908","06 - 12","B"," "," ","05","REGION 05: BEAUMONT"
"181908041","LITTLE CYPRESS J H","N","N","ORANGE","181","LITTLE CYPRESS-MAURICEVILLE CISD","181908","06 - 08","M"," "," ","05","REGION 05: BEAUMONT"
"181908042","MAURICEVILLE MIDDLE","N","N","ORANGE","181","LITTLE CYPRESS-MAURICEVILLE CISD","181908","06 - 08","M"," "," ","05","REGION 05: BEAUMONT"
"181908101","LITTLE CYPRESS EL","N","N","ORANGE","181","LITTLE CYPRESS-MAURICEVILLE CISD","181908","EE - 03","E"," "," ","05","REGION 05: BEAUMONT"
"181908102","MAURICEVILLE EL","N","N","ORANGE","181","LITTLE CYPRESS-MAURICEVILLE CISD","181908","EE - 05","E"," "," ","05","REGION 05: BEAUMONT"
"181908103","LITTLE CYPRESS INT","N","N","ORANGE","181","LITTLE CYPRESS-MAURICEVILLE CISD","181908","EE - 05","E"," "," ","05","REGION 05: BEAUMONT"
"182901001","GORDON SCHOOL","N","N","PALO PINTO","182","GORDON ISD","182901","PK - 12","B"," "," ","11","REGION 11: FORT WORTH"
"182902001","GRAFORD H S","N","N","PALO PINTO","182","GRAFORD ISD","182902","07 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"182902101","GRAFORD EL","N","N","PALO PINTO","182","GRAFORD ISD","182902","PK - 06","E"," "," ","11","REGION 11: FORT WORTH"
"182903001","MINERAL WELLS H S","N","N","PALO PINTO","182","MINERAL WELLS ISD","182903","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"182903002","MINERAL WELLS ACADEMY","Y","N","PALO PINTO","182","MINERAL WELLS ISD","182903","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"182903041","MINERAL WELLS J H","N","N","PALO PINTO","182","MINERAL WELLS ISD","182903","07 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"182903103","HOUSTON EL","N","N","PALO PINTO","182","MINERAL WELLS ISD","182903","02 - 03","E"," "," ","11","REGION 11: FORT WORTH"
"182903104","LAMAR EL","N","N","PALO PINTO","182","MINERAL WELLS ISD","182903","EE - 01","E","182903103","HOUSTON EL","11","REGION 11: FORT WORTH"
"182903105","TRAVIS EL","N","N","PALO PINTO","182","MINERAL WELLS ISD","182903","04 - 06","E"," "," ","11","REGION 11: FORT WORTH"
"182904001","SANTO H S","N","N","PALO PINTO","182","SANTO ISD","182904","06 - 12","B"," "," ","11","REGION 11: FORT WORTH"
"182904101","SANTO EL","N","N","PALO PINTO","182","SANTO ISD","182904","PK - 05","E"," "," ","11","REGION 11: FORT WORTH"
"182905001","STRAWN SCHOOL","N","N","PALO PINTO","182","STRAWN ISD","182905","PK - 12","B"," "," ","11","REGION 11: FORT WORTH"
"182906101","PALO PINTO EL","N","N","PALO PINTO","182","PALO PINTO ISD","182906","PK - 06","E"," "," ","11","REGION 11: FORT WORTH"
"183801001","PANOLA CS","Y","Y","PANOLA","183","PANOLA CHARTER SCHOOL","183801","08 - 12","S"," "," ","07","REGION 07: KILGORE"
"183801002","TEXAS EARLY COLLEGE H S","N","Y","PANOLA","183","PANOLA CHARTER SCHOOL","183801","08 - 12","S"," "," ","07","REGION 07: KILGORE"
"183801003","PANOLA EARLY COLLEGE H S","N","Y","PANOLA","183","PANOLA CHARTER SCHOOL","183801","08 - 12","S"," "," ","07","REGION 07: KILGORE"
"183901001","BECKVILLE JR-SR HIGH SCHOOL","N","N","PANOLA","183","BECKVILLE ISD","183901","06 - 12","B"," "," ","07","REGION 07: KILGORE"
"183901101","BECKVILLE SUNSET EL","N","N","PANOLA","183","BECKVILLE ISD","183901","EE - 05","E"," "," ","07","REGION 07: KILGORE"
"183902001","CARTHAGE H S","N","N","PANOLA","183","CARTHAGE ISD","183902","09 - 12","S"," "," ","07","REGION 07: KILGORE"
"183902042","CARTHAGE J H","N","N","PANOLA","183","CARTHAGE ISD","183902","07 - 08","M"," "," ","07","REGION 07: KILGORE"
"183902101","BAKER-KOONCE INT","N","N","PANOLA","183","CARTHAGE ISD","183902","04 - 06","E"," "," ","07","REGION 07: KILGORE"
"183902103","LIBBY EL","N","N","PANOLA","183","CARTHAGE ISD","183902","02 - 03","E"," "," ","07","REGION 07: KILGORE"
"183902104","CARTHAGE PRI","N","N","PANOLA","183","CARTHAGE ISD","183902","EE - 01","E","183902103","LIBBY EL","07","REGION 07: KILGORE"
"183904001","GARY SCHOOL","N","N","PANOLA","183","GARY ISD","183904","EE - 12","B"," "," ","07","REGION 07: KILGORE"
"184801001","CROSSTIMBERS ACADEMY","Y","Y","PARKER","184","CROSSTIMBERS ACADEMY","184801","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"184901001","POOLVILLE H S","N","N","PARKER","184","POOLVILLE ISD","184901","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"184901041","POOLVILLE J H","N","N","PARKER","184","POOLVILLE ISD","184901","06 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"184901101","POOLVILLE EL","N","N","PARKER","184","POOLVILLE ISD","184901","EE - 05","E"," "," ","11","REGION 11: FORT WORTH"
"184902001","SPRINGTOWN H S","N","N","PARKER","184","SPRINGTOWN ISD","184902","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"184902041","SPRINGTOWN MIDDLE","N","N","PARKER","184","SPRINGTOWN ISD","184902","07 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"184902106","SPRINGTOWN EL","N","N","PARKER","184","SPRINGTOWN ISD","184902","PK - 04","E"," "," ","11","REGION 11: FORT WORTH"
"184902107","SPRINGTOWN RENO EL","N","N","PARKER","184","SPRINGTOWN ISD","184902","PK - 04","E"," "," ","11","REGION 11: FORT WORTH"
"184902108","SPRINGTOWN INT","N","N","PARKER","184","SPRINGTOWN ISD","184902","05 - 06","M"," "," ","11","REGION 11: FORT WORTH"
"184902109","GOSHEN CREEK EL","N","N","PARKER","184","SPRINGTOWN ISD","184902","EE - 04","E"," "," ","11","REGION 11: FORT WORTH"
"184903001","WEATHERFORD H S","N","N","PARKER","184","WEATHERFORD ISD","184903","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"184903041","HALL MIDDLE","N","N","PARKER","184","WEATHERFORD ISD","184903","07 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"184903042","TISON MIDDLE","N","N","PARKER","184","WEATHERFORD ISD","184903","07 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"184903102","CROCKETT EL","N","N","PARKER","184","WEATHERFORD ISD","184903","EE - 06","E"," "," ","11","REGION 11: FORT WORTH"
"184903103","WRIGHT EL","N","N","PARKER","184","WEATHERFORD ISD","184903","EE - 06","E"," "," ","11","REGION 11: FORT WORTH"
"184903105","CURTIS EL","N","N","PARKER","184","WEATHERFORD ISD","184903","KG - 06","E"," "," ","11","REGION 11: FORT WORTH"
"184903106","AUSTIN EL","N","N","PARKER","184","WEATHERFORD ISD","184903","KG - 06","E"," "," ","11","REGION 11: FORT WORTH"
"184903108","MARTIN EL","N","N","PARKER","184","WEATHERFORD ISD","184903","KG - 06","E"," "," ","11","REGION 11: FORT WORTH"
"184903109","SEGUIN EL","N","N","PARKER","184","WEATHERFORD ISD","184903","PK - 06","E"," "," ","11","REGION 11: FORT WORTH"
"184903110","IKARD EL","N","N","PARKER","184","WEATHERFORD ISD","184903","PK - 06","E"," "," ","11","REGION 11: FORT WORTH"
"184904001","MILLSAP H S","N","N","PARKER","184","MILLSAP ISD","184904","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
