DISTNAME,CAMPNAME,CAMPUS,CLASS
PRIDDY ISD,PRIDDY SCHOOL,167904001,Both Elem/Sec
PRINCETON ISD,CLARK MIDDLE,43911041,Middle
PRINCETON ISD,PRINCETON EL,43911101,Elementary
PRINCETON ISD,PRINCETON H S,43911001,Secondary
PRINCETON ISD,PRINCETON INT,43911102,Middle
PRINGLE-MORSE CONS ISD,PRINGLE-MORSE EL-J H,98903101,Elementary
PROGRESO ISD,MULTI ALTER,108910002,Secondary
PROGRESO ISD,PROGRESO EL,108910101,Elementary
PROGRESO ISD,PROGRESO H S,108910001,Secondary
PROGRESO ISD,PROGRESO MIDDLE,108910041,Middle
PROGRESO ISD,PROGRESO PRI,108910102,Elementary
PROSPER ISD,PROSPER EL,43912101,Elementary
PROSPER ISD,PROSPER H S,43912001,Secondary
PROSPER ISD,PROSPER J H,43912041,Middle
QUANAH ISD,QUANAH H S,99903001,Secondary
QUANAH ISD,REAGAN EL,99903102,Elementary
QUANAH ISD,TRAVIS MIDDLE,99903041,Middle
QUEEN CITY ISD,J K HILEMAN EL,34907101,Elementary
QUEEN CITY ISD,MORRIS UPCHURCH MIDDLE,34907041,Middle
QUEEN CITY ISD,QUEEN CITY H S,34907001,Secondary
QUINLAN ISD,A E BUTLER INT,116908101,Elementary
QUINLAN ISD,C B THOMPSON MIDDLE,116908041,Middle
QUINLAN ISD,D C CANNON EL,116908102,Elementary
QUINLAN ISD,FORD H S,116908001,Secondary
QUINLAN ISD,QUINLAN KIND,116908103,Elementary
QUITMAN ISD,QUITMAN EL,250904101,Elementary
QUITMAN ISD,QUITMAN H S,250904001,Secondary
QUITMAN ISD,QUITMAN J H,250904041,Middle
QUITMAN ISD,SALESMANSHIP CLUB,250904102,Both Elem/Sec
QUITMAN ISD,WOOD CO ALTER,250904002,Secondary
RAINS ISD,E T E T I,190903002,Secondary
RAINS ISD,RAINS EL,190903101,Elementary
RAINS ISD,RAINS H S,190903001,Secondary
RAINS ISD,RAINS J H,190903041,Middle
RAINS ISD,VAN ZANDT-RAINS CO-OP,190903199,Secondary
RALLS ISD,ALTER SCH,54903002,Secondary
RALLS ISD,RALLS EL,54903102,Elementary
RALLS ISD,RALLS H S,54903001,Secondary
RALLS ISD,RALLS MIDDLE,54903041,Middle
RAMIREZ CSD,RAMIREZ EL,66005101,Elementary
RANDOLPH FIELD ISD,RANDOLPH EL,15906101,Elementary
RANDOLPH FIELD ISD,RANDOLPH H S,15906001,Secondary
RANDOLPH FIELD ISD,RANDOLPH MIDDLE,15906041,Middle
RANGER ISD,RANGER EL,67907101,Elementary
RANGER ISD,RANGER H S,67907001,Secondary
RANKIN ISD,RANKIN EL,231902101,Elementary
RANKIN ISD,RANKIN H S,231902001,Secondary
RAYMONDVILLE ISD,MYRA GREEN J H,245903041,Middle
RAYMONDVILLE ISD,PITTMAN PRI/INT,245903102,Elementary
RAYMONDVILLE ISD,RAYMONDVILLE H S,245903001,Secondary
RAYMONDVILLE ISD,SMITH EL,245903105,Elementary
REAGAN COUNTY ISD,REAGAN COUNTY EL,192901101,Elementary
REAGAN COUNTY ISD,REAGAN COUNTY H S,192901001,Secondary
REAGAN COUNTY ISD,REAGAN COUNTY MIDDLE,192901041,Middle
RED LICK ISD,RED LICK EL,19911101,Elementary
RED OAK ISD,EASTRIDGE EL,70911103,Elementary
RED OAK ISD,RED OAK EL,70911101,Elementary
RED OAK ISD,RED OAK H S,70911001,Secondary
RED OAK ISD,RED OAK INT,70911104,Middle
RED OAK ISD,RED OAK J H,70911041,Middle
RED OAK ISD,SHIELDS EL,70911105,Elementary
RED OAK ISD,WOODEN EL,70911102,Elementary
REDWATER ISD,REDWATER EL,19906101,Elementary
REDWATER ISD,REDWATER H S,19906001,Secondary
REDWATER ISD,REDWATER J H,19906041,Middle
REFUGIO ISD,REFUGIO H S,196903001,Secondary
REFUGIO ISD,REFUGIO MIDDLE,196903041,Middle
REFUGIO ISD,STRICKLIN PRI,196903103,Elementary
RICARDO ISD,RICARDO EL,137902101,Elementary
RICARDO ISD,RICARDO MIDDLE,137902041,Middle
RICE CONS ISD,EAGLE LAKE MIDDLE,45903041,Middle
RICE CONS ISD,EAGLE LAKE PRI,45903101,Elementary
RICE CONS ISD,GARWOOD EL,45903103,Elementary
RICE CONS ISD,RICE H S,45903001,Secondary
RICE CONS ISD,SHERIDAN EL,45903102,Elementary
RICE ISD,RICE EL,175911101,Elementary
RICHARDS ISD,RICHARDS EL,93905101,Elementary
RICHARDS ISD,RICHARDS H S,93905001,Secondary
RICHARDSON ISD,AIKIN EL,57916135,Elementary
RICHARDSON ISD,ALTER LEARNING CTR,57916006,Both Elem/Sec
RICHARDSON ISD,APOLLO J H,57916050,Middle
RICHARDSON ISD,ARAPAHO EL,57916101,Elementary
RICHARDSON ISD,BERKNER H S,57916005,Secondary
RICHARDSON ISD,BIG SPRINGS EL,57916133,Elementary
RICHARDSON ISD,BOWIE EL,57916122,Elementary
RICHARDSON ISD,BRENTFIELD EL,57916128,Elementary
RICHARDSON ISD,CANYON CREEK EL,57916102,Elementary
RICHARDSON ISD,CLASSICAL MAGNET,57916141,Elementary
RICHARDSON ISD,DARTMOUTH EL,57916127,Elementary
RICHARDSON ISD,DOBIE PRI,57916119,Elementary
RICHARDSON ISD,DOVER EL,57916103,Elementary
RICHARDSON ISD,FOREST MEADOW J H,57916047,Middle
RICHARDSON ISD,FORESTRIDGE EL,57916120,Elementary
RICHARDSON ISD,GREENWOOD HILLS EL,57916104,Elementary
RICHARDSON ISD,HAMILTON PARK EL,57916105,Elementary
RICHARDSON ISD,JESS HARBEN EL,57916129,Elementary
RICHARDSON ISD,LAKE HIGHLANDS EL,57916107,Elementary
RICHARDSON ISD,LAKE HIGHLANDS H S,57916002,Secondary
RICHARDSON ISD,LAKE HIGHLANDS J H,57916042,Middle
RICHARDSON ISD,LIBERTY J H,57916049,Middle
RICHARDSON ISD,MARK TWAIN EL,57916115,Elementary
RICHARDSON ISD,MATH SCIENCE TECH MAGNET,57916142,Elementary
RICHARDSON ISD,MERRIMAN PARK EL,57916134,Elementary
RICHARDSON ISD,MOHAWK EL,57916108,Elementary
RICHARDSON ISD,MOSS HAVEN EL,57916132,Elementary
RICHARDSON ISD,NORTHLAKE EL,57916121,Elementary
RICHARDSON ISD,NORTHRICH EL,57916109,Elementary
RICHARDSON ISD,NORTHWOOD HILLS EL,57916110,Elementary
RICHARDSON ISD,O HENRY EL,57916106,Elementary
RICHARDSON ISD,PARKHILL J H,57916051,Middle
RICHARDSON ISD,PEARCE H S,57916004,Secondary
RICHARDSON ISD,PRAIRIE CREEK EL,57916123,Elementary
RICHARDSON ISD,PRESTONWOOD EL,57916125,Elementary
RICHARDSON ISD,RICHARDSON H S,57916003,Secondary
RICHARDSON ISD,RICHARDSON HEIGHTS EL,57916111,Elementary
RICHARDSON ISD,RICHARDSON J H,57916043,Middle
RICHARDSON ISD,RICHARDSON NORTH J H,57916045,Middle
RICHARDSON ISD,RICHARDSON TERRACE EL,57916112,Elementary
RICHARDSON ISD,RICHARDSON WEST J H,57916044,Middle
RICHARDSON ISD,RICHLAND EL,57916130,Elementary
RICHARDSON ISD,RISD ACAD,57916137,Elementary
RICHARDSON ISD,SKYVIEW EL,57916126,Elementary
RICHARDSON ISD,SPRING CREEK EL,57916118,Elementary
RICHARDSON ISD,SPRING VALLEY EL,57916113,Elementary
RICHARDSON ISD,SPRINGRIDGE EL,57916124,Elementary
RICHARDSON ISD,STULTS ROAD EL,57916114,Elementary
RICHARDSON ISD,WALLACE EL,57916116,Elementary
RICHARDSON ISD,WESTWOOD J H,57916048,Middle
RICHARDSON ISD,WHITE ROCK EL,57916117,Elementary
RICHARDSON ISD,YALE EL,57916131,Elementary
RICHLAND SPRINGS ISD,RICHLAND SPRINGS SCHOOL,206902001,Both Elem/Sec
RIESEL ISD,RIESEL SCHOOL,161912001,Both Elem/Sec
RIO GRANDE CITY ISD,COMMUNITY BASED ALTER,214901002,Secondary
RIO GRANDE CITY ISD,GRULLA EL,214901102,Elementary
RIO GRANDE CITY ISD,GRULLA MIDDLE,214901041,Both Elem/Sec
RIO GRANDE CITY ISD,JOHN & OLIVE HINOJOSA EL,214901105,Elementary
RIO GRANDE CITY ISD,LA UNION EL,214901103,Elementary
RIO GRANDE CITY ISD,NORTH GRAMMAR EL,214901104,Elementary
RIO GRANDE CITY ISD,RINGGOLD EL,214901107,Elementary
RIO GRANDE CITY ISD,RINGGOLD INT,214901043,Middle
RIO GRANDE CITY ISD,RINGGOLD MIDDLE,214901042,Middle
RIO GRANDE CITY ISD,RIO GRANDE CITY H S,214901001,Secondary
RIO GRANDE CITY ISD,ROQUE GUERRA JR EL,214901108,Elementary
RIO HONDO ISD,RIO HONDO EL,31911102,Elementary
RIO HONDO ISD,RIO HONDO H S,31911001,Secondary
RIO HONDO ISD,RIO HONDO J H,31911041,Middle
RIO VISTA ISD,RIO VISTA EL,126907101,Elementary
RIO VISTA ISD,RIO VISTA H S,126907001,Secondary
RIO VISTA ISD,RIO VISTA MIDDLE,126907041,Middle
RISING STAR ISD,RISING STAR H S,67908001,Secondary
RISING STAR ISD,WARD EL,67908101,Elementary
RIVER ROAD ISD,RIVER ROAD J H-H S,188902001,Secondary
RIVER ROAD ISD,ROLLING HILLS EL,188902101,Elementary
RIVER ROAD ISD,WILLOW VISTA EL,188902102,Elementary
RIVIERA ISD,DE LA PAZ MIDDLE,137903041,Middle
RIVIERA ISD,KAUFER H S,137903001,Secondary
RIVIERA ISD,NANNY EL,137903101,Elementary
ROBERT LEE ISD,C B P,41902195,Secondary
ROBERT LEE ISD,FAIRVIEW ACCELERATED,41902002,Secondary
ROBERT LEE ISD,MILES VOC TRAINING (MVT),41902150,Secondary
ROBERT LEE ISD,ROBERT LEE SCHOOL,41902001,Both Elem/Sec
ROBERT LEE ISD,TRINITY EARLY CHILDHOOD,41902200,Elementary
ROBERT LEE ISD,WALL SPECIAL PROG,41902190,Middle
ROBINSON ISD,ROBINSON EL,161922102,Elementary
ROBINSON ISD,ROBINSON H S,161922001,Secondary
ROBINSON ISD,ROBINSON J H,161922041,Middle
ROBINSON ISD,ROBINSON PRI,161922101,Elementary
ROBINSON ISD,ROSENTHAL EL,161922103,Middle
ROBSTOWN ISD,ALTER LRN CTR,178909002,Secondary
ROBSTOWN ISD,LOTSPEICH EL,178909103,Elementary
ROBSTOWN ISD,MARTIN EL,178909104,Elementary
ROBSTOWN ISD,ROBSTOWN H S,178909001,Secondary
ROBSTOWN ISD,SALAZAR EL,178909105,Elementary
ROBSTOWN ISD,SAN PEDRO EL,178909101,Elementary
ROBSTOWN ISD,SEALE J H,178909041,Middle
ROBSTOWN ISD,SOLOMON P ORTIZ INT,178909042,Middle
ROBY CONS ISD,HOBBS AT-RISK,76903002,Secondary
ROBY CONS ISD,ROBY EL,76903101,Elementary
ROBY CONS ISD,ROBY H S,76903001,Secondary
ROCHELLE ISD,ROCHELLE SCHOOL,160904001,Both Elem/Sec
ROCHESTER ISD,ROCHESTER SCHOOL,104902001,Both Elem/Sec
ROCKDALE ISD,ROCKDALE EL,166904101,Elementary
ROCKDALE ISD,ROCKDALE H S,166904001,Secondary
ROCKDALE ISD,ROCKDALE J H,166904041,Middle
ROCKSPRINGS ISD,ROCKSPRINGS EL,69901101,Elementary
ROCKSPRINGS ISD,ROCKSPRINGS H S,69901001,Secondary
ROCKWALL ISD,AMANDA ROCHELL EL,199901103,Elementary
ROCKWALL ISD,AMY PARKS-HEATH EL,199901106,Elementary
ROCKWALL ISD,ATLAS ACAD,199901002,Secondary
ROCKWALL ISD,CULLINS-LAKE POINTE EL,199901105,Elementary
ROCKWALL ISD,HERMAN E UTLEY MIDDLE,199901041,Middle
ROCKWALL ISD,HOWARD DOBBS EL,199901102,Elementary
ROCKWALL ISD,J W WILLIAMS MIDDLE,199901042,Middle
ROCKWALL ISD,ROCKWALL H S,199901001,Secondary
ROCKWALL ISD,VIRGINIA REINHARDT EL,199901101,Elementary
ROGERS ISD,ROGERS EL,14907102,Elementary
ROGERS ISD,ROGERS H S,14907001,Secondary
ROGERS ISD,ROGERS J H,14907041,Middle
ROMA ISD,ACCELERATED LRN ACAD,214903002,Secondary
ROMA ISD,BERRERA EL,214903105,Elementary
ROMA ISD,INSTR & GUIDE CTR,214903003,Both Elem/Sec
ROMA ISD,LOS SAENZ EL,214903102,Elementary
ROMA ISD,ROMA H S,214903001,Secondary
ROMA ISD,ROMA INT,214903104,Elementary
ROMA ISD,ROMA MIDDLE,214903041,Middle
ROMA ISD,SCOTT EL,214903103,Elementary
ROMA ISD,VERA EL,214903106,Elementary
ROOSEVELT ISD,ROOSEVELT EL,152908101,Elementary
ROOSEVELT ISD,ROOSEVELT H S,152908001,Both Elem/Sec
ROPES ISD,ROPES SCHOOL,110905001,Both Elem/Sec
ROPES ISD,SAS ALTER,110905002,Secondary
ROSCOE ISD,HOBBS ALTER ED CO-OP,177901002,Secondary
ROSCOE ISD,ROSCOE EL,177901101,Elementary
ROSCOE ISD,ROSCOE H S,177901001,Secondary
ROSEBUD-LOTT ISD,LOTT EL,73905102,Elementary
ROSEBUD-LOTT ISD,ROSEBUD INT,73905101,Elementary
ROSEBUD-LOTT ISD,ROSEBUD PRI,73905103,Elementary
ROSEBUD-LOTT ISD,ROSEBUD-LOTT H S,73905001,Secondary
ROSEBUD-LOTT ISD,ROSEBUD-LOTT J H,73905041,Middle
ROTAN ISD,HOBBS ALTER ED CO-OP,76904002,Secondary
ROTAN ISD,ROTAN EL,76904101,Elementary
ROTAN ISD,ROTAN H S,76904001,Secondary
ROTAN ISD,ROTAN J H,76904041,Middle
ROUND ROCK ISD,ANDERSON MILL EL,246909109,Elementary
ROUND ROCK ISD,BLUEBONNET EL,246909118,Elementary
ROUND ROCK ISD,BRUSHY CREEK EL,246909114,Elementary
ROUND ROCK ISD,C D FULKES MIDDLE,246909041,Middle
ROUND ROCK ISD,CANYON VISTA MIDDLE,246909044,Middle
ROUND ROCK ISD,CEDAR VALLEY MIDDLE,246909047,Middle
ROUND ROCK ISD,CHISHOLM TRAIL MIDDLE,246909043,Middle
ROUND ROCK ISD,CLAUDE BERKMAN EL,246909101,Elementary
ROUND ROCK ISD,CPC HOSPITAL,246909112,Both Elem/Sec
ROUND ROCK ISD,DEEP WOOD EL,246909107,Elementary
ROUND ROCK ISD,DEERPARK MIDDLE,246909045,Middle
ROUND ROCK ISD,DOUBLE FILE TRAIL EL,246909119,Elementary
ROUND ROCK ISD,FERN BLUFF EL,246909123,Elementary
ROUND ROCK ISD,FOREST NORTH EL,246909108,Elementary
ROUND ROCK ISD,GATTIS EL,246909121,Elementary
ROUND ROCK ISD,JOLLYVILLE EL,246909124,Elementary
ROUND ROCK ISD,LAUREL MOUNTAIN EL,246909116,Elementary
ROUND ROCK ISD,LIVE OAK EL,246909120,Elementary
ROUND ROCK ISD,MCNEIL H S,246909004,Secondary
ROUND ROCK ISD,NOEL GRISHAM MIDDLE,246909042,Middle
ROUND ROCK ISD,NORTH OAKS EL,246909110,Elementary
ROUND ROCK ISD,OLD TOWN EL,246909122,Elementary
ROUND ROCK ISD,POND SPRINGS EL,246909117,Elementary
ROUND ROCK ISD,PURPLE SAGE EL,246909113,Elementary
ROUND ROCK ISD,ROUND ROCK H S,246909001,Secondary
ROUND ROCK ISD,ROUND ROCK OPPORT CTR,246909002,Both Elem/Sec
ROUND ROCK ISD,SPICEWOOD EL,246909105,Elementary
ROUND ROCK ISD,VIC ROBERTSON EL,246909111,Elementary
ROUND ROCK ISD,WELLS BRANCH EL,246909115,Elementary
ROUND ROCK ISD,WESTWOOD H S,246909003,Secondary
ROUND ROCK ISD,XENIA VOIGT EL,246909106,Elementary
ROUND TOP-CARMINE ISD,CARMINE H S,75908001,Secondary
ROUND TOP-CARMINE ISD,ROUND TOP EL,75908101,Elementary
ROXTON ISD,ROXTON EL,139908101,Elementary
ROXTON ISD,ROXTON H S,139908001,Secondary
ROXTON ISD,ROXTON J H,139908102,Middle
ROYAL ISD,ROYAL ECH,237905101,Elementary
ROYAL ISD,ROYAL H S,237905002,Secondary
ROYAL ISD,ROYAL INT,237905102,Elementary
ROYAL ISD,ROYAL MIDDLE,237905041,Middle
ROYAL ISD,ROYAL PRI,237905103,Elementary
ROYSE CITY ISD,H H BROWNING PRI,199902103,Elementary
ROYSE CITY ISD,ROYSE CITY EL,199902102,Elementary
ROYSE CITY ISD,ROYSE CITY H S,199902002,Secondary
ROYSE CITY ISD,ROYSE CITY MIDDLE,199902041,Middle
RULE ISD,RULE SCHOOL,104903001,Both Elem/Sec
RUNGE ISD,RUNGE EL,128903101,Elementary
RUNGE ISD,RUNGE H S,128903001,Secondary
RUSK ISD,RUSK EL,37907102,Elementary
RUSK ISD,RUSK H S,37907002,Secondary
RUSK ISD,RUSK J H,37907041,Middle
RUSK ISD,RUSK PRI,37907103,Elementary
S AND S CONS ISD,S AND S CONS EL,91914101,Elementary
S AND S CONS ISD,S AND S CONS H S,91914001,Secondary
S AND S CONS ISD,S AND S CONS MIDDLE,91914041,Middle
SABINAL ISD,SABINAL EL,232902101,Elementary
SABINAL ISD,SABINAL H S,232902001,Secondary
SABINAL ISD,SABINAL J H,232902041,Middle
SABINE ISD,SABINE EL,92906102,Elementary
SABINE ISD,SABINE H S,92906002,Secondary
SABINE ISD,SABINE J H,92906041,Middle
SABINE PASS ISD,SABINE PASS SCHOOL,123913001,Both Elem/Sec
SAINT JO ISD,SAINT JO EL,169911101,Elementary
SAINT JO ISD,SAINT JO H S,169911001,Secondary
SALADO ISD,SALADO H S,14908001,Secondary
SALADO ISD,THOMAS ARNOLD EL,14908101,Elementary
SALTILLO ISD,SALTILLO SCHOOL,112909001,Both Elem/Sec
SAM RAYBURN ISD,RAYBURN H S,74917001,Secondary
SAM RAYBURN ISD,SAM RAYBURN EL,74917101,Elementary
SAMNORWOOD ISD,SAMNORWOOD SCHOOL,44904001,Both Elem/Sec
SAN ANGELO ISD,ALTA LOMA EL,226903101,Elementary
SAN ANGELO ISD,AUSTIN EL,226903102,Elementary
SAN ANGELO ISD,BELAIRE EL,226903103,Elementary
SAN ANGELO ISD,BLACKSHEAR EL,226903104,Elementary
SAN ANGELO ISD,BONHAM EL,226903122,Elementary
SAN ANGELO ISD,BOWIE EL,226903105,Elementary
SAN ANGELO ISD,BRADFORD EL,226903106,Elementary
SAN ANGELO ISD,CARVER ALTER LRN CTR,226903038,Secondary
SAN ANGELO ISD,CENTRAL H S,226903001,Secondary
SAN ANGELO ISD,CROCKETT EL,226903108,Elementary
SAN ANGELO ISD,DAY EL,226903109,Elementary
SAN ANGELO ISD,EDISON J H,226903041,Middle
SAN ANGELO ISD,FANNIN EL,226903110,Elementary
SAN ANGELO ISD,FT CONCHO EL,226903111,Elementary
SAN ANGELO ISD,GLENMORE EL,226903112,Elementary
SAN ANGELO ISD,GLENN J H,226903042,Middle
SAN ANGELO ISD,GOLIAD EL,226903113,Elementary
SAN ANGELO ISD,HOLIMAN EL,226903114,Elementary
SAN ANGELO ISD,LAKE VIEW H S,226903002,Secondary
SAN ANGELO ISD,LEE J H,226903043,Middle
SAN ANGELO ISD,LINCOLN J H,226903044,Middle
SAN ANGELO ISD,MCGILL EL,226903115,Elementary
SAN ANGELO ISD,PAYS ALTER SCH,226903040,Secondary
SAN ANGELO ISD,REAGAN EL,226903116,Elementary
SAN ANGELO ISD,RIO VISTA EL,226903117,Elementary
SAN ANGELO ISD,SAM HOUSTON EL,226903118,Elementary
SAN ANGELO ISD,SAN JACINTO EL,226903119,Elementary
SAN ANGELO ISD,SANTA RITA EL,226903120,Elementary
SAN ANGELO ISD,TRAVIS EL,226903121,Elementary
SAN ANTONIO ISD,ADELANTE ACAD,15907014,Secondary
SAN ANTONIO ISD,AGNES COTTON EL,15907117,Elementary
SAN ANTONIO ISD,ALAMO ACHIEVEMENT CTR,15907010,Both Elem/Sec
SAN ANTONIO ISD,ARNOLD EL,15907101,Elementary
SAN ANTONIO ISD,BASKIN EL,15907105,Elementary
SAN ANTONIO ISD,BATTERED WOMEN'S SHELTER,15907200,Elementary
SAN ANTONIO ISD,BEACON HILL EL,15907106,Elementary
SAN ANTONIO ISD,BLESSED SACRAMENT SCH,15907232,Secondary
SAN ANTONIO ISD,BONHAM EL,15907107,Elementary
SAN ANTONIO ISD,BOWDEN EL,15907147,Elementary
SAN ANTONIO ISD,BOYS TOWN,15907191,Both Elem/Sec
SAN ANTONIO ISD,BRACKENRIDGE H S,15907001,Secondary
SAN ANTONIO ISD,BREWER EL,15907111,Elementary
SAN ANTONIO ISD,BRISCOE EL,15907112,Elementary
SAN ANTONIO ISD,BURBANK H S,15907002,Secondary
SAN ANTONIO ISD,CAMERON EL,15907114,Elementary
SAN ANTONIO ISD,CARVAJAL EL,15907115,Elementary
SAN ANTONIO ISD,CHARLES C BALL EL,15907103,Elementary
SAN ANTONIO ISD,CHARLES GRAEBNER EL,15907129,Elementary
SAN ANTONIO ISD,CHILDREN'S SHELTER,15907201,Elementary
SAN ANTONIO ISD,COLLINS GARDEN EL,15907116,Elementary
SAN ANTONIO ISD,CONNELL MIDDLE,15907041,Middle
SAN ANTONIO ISD,COOPER MIDDLE,15907042,Middle
SAN ANTONIO ISD,DAVID BARKLEY EL,15907104,Elementary
SAN ANTONIO ISD,DAVID CROCKETT EL,15907118,Elementary
SAN ANTONIO ISD,DAVID G BURNET EL,15907113,Elementary
SAN ANTONIO ISD,DAVIS MIDDLE,15907043,Middle
SAN ANTONIO ISD,DE ZAVALA EL,15907121,Elementary
SAN ANTONIO ISD,DORIE MILLER EL,15907153,Elementary
SAN ANTONIO ISD,DOUGLASS EL,15907119,Elementary
SAN ANTONIO ISD,EDISON H S,15907003,Secondary
SAN ANTONIO ISD,ELOISE JAPHET EL,15907141,Elementary
SAN ANTONIO ISD,FENWICK EL,15907123,Elementary
SAN ANTONIO ISD,FOSTER EL,15907125,Elementary
SAN ANTONIO ISD,FOX TECHNICAL H S,15907004,Secondary
SAN ANTONIO ISD,FRANKLIN EL,15907126,Elementary
SAN ANTONIO ISD,GATES EL,15907127,Elementary
SAN ANTONIO ISD,GEORGE E KELLY EL,15907143,Elementary
SAN ANTONIO ISD,GONZALES ACHIEVEMENT CTR,15907180,Elementary
SAN ANTONIO ISD,GOOD SAM CTR,15907017,Middle
SAN ANTONIO ISD,HARRIS MIDDLE,15907047,Middle
SAN ANTONIO ISD,HAWTHORNE EL,15907179,Elementary
SAN ANTONIO ISD,HEALY-MURPHY,15907182,Secondary
SAN ANTONIO ISD,HENRY CARROLL EL,15907109,Elementary
SAN ANTONIO ISD,HERFF EL,15907132,Elementary
SAN ANTONIO ISD,HIGHLAND HILLS EL,15907134,Elementary
SAN ANTONIO ISD,HIGHLAND PARK EL,15907135,Elementary
SAN ANTONIO ISD,HIGHLANDS H S,15907005,Secondary
SAN ANTONIO ISD,HILLCREST EL,15907136,Elementary
SAN ANTONIO ISD,HIRSCH EL,15907137,Elementary
SAN ANTONIO ISD,HOMEBOUND,15907183,Both Elem/Sec
SAN ANTONIO ISD,HOUSTON H S,15907006,Secondary
SAN ANTONIO ISD,HUPPERTZ EL,15907139,Elementary
SAN ANTONIO ISD,IRVING MIDDLE,15907049,Middle
SAN ANTONIO ISD,J T BRACKENRIDGE EL,15907110,Elementary
SAN ANTONIO ISD,JAMES BOWIE EL,15907108,Elementary
SAN ANTONIO ISD,JEFFERSON H S,15907007,Secondary
SAN ANTONIO ISD,JUVENILE DETENT CTR,15907195,Both Elem/Sec
SAN ANTONIO ISD,LAMAR EL,15907146,Elementary
SAN ANTONIO ISD,LANIER H S,15907008,Secondary
SAN ANTONIO ISD,LONGFELLOW MIDDLE,15907050,Middle
SAN ANTONIO ISD,LOWELL MIDDLE,15907051,Middle
SAN ANTONIO ISD,M L KING MIDDLE,15907056,Middle
SAN ANTONIO ISD,MADISON EL,15907148,Elementary
SAN ANTONIO ISD,MANN MIDDLE,15907052,Middle
SAN ANTONIO ISD,MARGIL EL,15907149,Elementary
SAN ANTONIO ISD,MAVERICK EL,15907150,Elementary
SAN ANTONIO ISD,MURIEL FORBES EL,15907124,Elementary
SAN ANTONIO ISD,NAVARRO ACHIEVEMENT CTR,15907009,Both Elem/Sec
SAN ANTONIO ISD,NEAL EL,15907155,Elementary
SAN ANTONIO ISD,NELSON EL,15907156,Elementary
SAN ANTONIO ISD,OGDEN EL,15907157,Elementary
SAN ANTONIO ISD,P F STEWART EL,15907168,Elementary
SAN ANTONIO ISD,PAGE MIDDLE,15907053,Middle
SAN ANTONIO ISD,PERSHING EL,15907158,Elementary
SAN ANTONIO ISD,PFEIFFER EL,15907159,Elementary
SAN ANTONIO ISD,POE MIDDLE,15907054,Middle
SAN ANTONIO ISD,RHODES MIDDLE,15907055,Middle
SAN ANTONIO ISD,RIVERSIDE PARK EL,15907160,Elementary
SAN ANTONIO ISD,ROBERT B GREEN EL,15907131,Elementary
SAN ANTONIO ISD,RODRIGUEZ EL,15907140,Elementary
SAN ANTONIO ISD,ROGERS EL,15907161,Elementary
SAN ANTONIO ISD,ROGERS MIDDLE,15907057,Middle
SAN ANTONIO ISD,RUIZ EL,15907162,Elementary
SAN ANTONIO ISD,S W MENTAL HEALTH CTR,15907185,Both Elem/Sec
SAN ANTONIO ISD,SALVATION ARMY,15907193,Secondary
SAN ANTONIO ISD,SAMM CTR,15907202,Elementary
SAN ANTONIO ISD,SAN ANTONIO ST HOSPITAL,15907186,Secondary
SAN ANTONIO ISD,SAN ANTONIO ST SCH,15907196,Secondary
SAN ANTONIO ISD,SANTA ROSA,15907184,Both Elem/Sec
SAN ANTONIO ISD,SARAH S KING EL,15907144,Elementary
SAN ANTONIO ISD,SCHENCK EL,15907164,Elementary
SAN ANTONIO ISD,SCHOOL OF THE COMMUNITY,15907015,Both Elem/Sec
SAN ANTONIO ISD,SMITH EL,15907165,Elementary
SAN ANTONIO ISD,STEELE EL,15907167,Elementary
SAN ANTONIO ISD,STEPHEN F AUSTIN EL,15907102,Elementary
SAN ANTONIO ISD,STORM EL,15907169,Elementary
SAN ANTONIO ISD,TAFOLLA MIDDLE,15907061,Middle
SAN ANTONIO ISD,TAPP-IRVING,15907192,Middle
SAN ANTONIO ISD,THE BRIDGE,15907194,Both Elem/Sec
SAN ANTONIO ISD,TWAIN MIDDLE,15907058,Middle
SAN ANTONIO ISD,TYNAN EL,15907171,Elementary
SAN ANTONIO ISD,W J KNOX EL,15907145,Elementary
SAN ANTONIO ISD,W W WHITE EL,15907173,Elementary
SAN ANTONIO ISD,WASHINGTON EL,15907172,Elementary
SAN ANTONIO ISD,WHEATLEY MIDDLE,15907046,Middle
SAN ANTONIO ISD,WHITTIER MIDDLE,15907059,Middle
SAN ANTONIO ISD,WILSON EL,15907174,Elementary
SAN ANTONIO ISD,WM B TRAVIS EL,15907170,Elementary
SAN ANTONIO ISD,WOODLAWN EL,15907175,Elementary
SAN ANTONIO ISD,WOODLAWN HILLS EL,15907176,Elementary
SAN AUGUSTINE ISD,ACCELERATED LRN CTR,203901003,Secondary
SAN AUGUSTINE ISD,SAN AUGUSTINE EL,203901102,Elementary
SAN AUGUSTINE ISD,SAN AUGUSTINE H S,203901002,Secondary
SAN AUGUSTINE ISD,SAN AUGUSTINE INT,203901101,Middle
SAN BENITO CONS ISD,BERTA CABAZA MIDDLE,31912041,Middle
SAN BENITO CONS ISD,BOOTH EL-NORTH,31912102,Elementary
SAN BENITO CONS ISD,BOOTH EL-SOUTH,31912101,Elementary
SAN BENITO CONS ISD,CASH EL,31912103,Elementary
SAN BENITO CONS ISD,DOWNS EL,31912104,Elementary
SAN BENITO CONS ISD,HESTER JUVENILE DETENT,31912201,Secondary
